CustomerID,AccountNumber,CustomerType,SalesTerritoryGroup,SalesTerritory,AddressLine1,City,PostalCode
19919,AW00019919,I,Europe,United Kingdom,Welt Platz 9,Peterborough,PB12
19920,AW00019920,I,Europe,France,"60, rue Lauriston",Paris,75005
19921,AW00019921,I,Europe,Germany,Postfach 66 07 00,München,80074
19922,AW00019922,I,Europe,France,"6, rue Lafayette",Colombes,92700
19923,AW00019923,I,Europe,France,"440, rue de Linois",Paris,75016
19924,AW00019924,I,Europe,Germany,Wasserstr 25,Ingolstadt,85049
19925,AW00019925,I,Europe,Germany,Hauptstr 2929,Kassel,34117
19926,AW00019926,I,Europe,United Kingdom,873 South Ranchford Ct,Cheltenham,GL50
19927,AW00019927,I,Europe,United Kingdom,989 Caravelle Ct,W. York,BD1 4SJ
19928,AW00019928,I,Europe,United Kingdom,2298 Pinto Rd,Watford,WA3
19929,AW00019929,I,Europe,France,5662 Leland Way,Les Ulis,91940
19930,AW00019930,I,Europe,Germany,Kurfürstenstr 5234,Mühlheim,63151
19931,AW00019931,I,Europe,Germany,Krönerweg 6666,Salzgitter,38231
19932,AW00019932,I,Europe,France,"22, rue Saint Denis",Paris,75017
19933,AW00019933,I,Europe,United Kingdom,8914 Amador Ct.,Cambridge,CB4 4BZ
19934,AW00019934,I,Europe,Germany,Curieweg 3997,Berlin,14197
19935,AW00019935,I,Europe,Germany,Auf dem Ufer 764,Poing,66041
19936,AW00019936,I,Europe,Germany,Auf Der Steige 1010,Bottrop,46236
19937,AW00019937,I,Europe,Germany,Postfach 20 99 99,Kassel,34117
19938,AW00019938,I,Europe,United Kingdom,6102 Lakeview Place,London,W10 6BL
19939,AW00019939,I,Europe,United Kingdom,658 Pecan Street,Stoke-on-Trent,AS23
19940,AW00019940,I,Europe,United Kingdom,7638 Diokmo Ct.,London,W1N 9FA
19941,AW00019941,I,Europe,United Kingdom,2023 Flame Drive,London,W1X3SE
19942,AW00019942,I,Europe,United Kingdom,6957 Olivewood Ct.,Oxon,OX16 8RS
19943,AW00019943,I,Europe,France,"5, rue de la Cavalerie",Paris,75003
19944,AW00019944,I,Europe,Germany,Dunckerstr 135,Braunschweig,38001
19945,AW00019945,I,Europe,France,"48, rue des Berges",Orly,94310
19946,AW00019946,I,Europe,United Kingdom,1682 Klier Drive,Leeds,LE18
19947,AW00019947,I,Pacific,Australia,4404 Mildred Avenue,Sunbury,3429
19948,AW00019948,I,Pacific,Australia,5914 Overhill Rd,Melbourne,3000
19949,AW00019949,I,Pacific,Australia,2151 Twincreek Ct,North Ryde,2113
19950,AW00019950,I,Pacific,Australia,1887 Mt. Diablo St,Perth,6006
19951,AW00019951,I,Pacific,Australia,6500 Soto Street,Hawthorne,4171
19952,AW00019952,I,Pacific,Australia,5188 Duke Way,South Melbourne,3205
19953,AW00019953,I,Pacific,Australia,8790 N. 108th St.,Seaford,3198
19954,AW00019954,I,Pacific,Australia,9782 Joan Ave.,Geelong,3220
19955,AW00019955,I,Pacific,Australia,7348 Quail Court,Geelong,3220
19956,AW00019956,I,Pacific,Australia,3962 Cambelback Place,Warrnambool,3280
19957,AW00019957,I,Pacific,Australia,8586 D Kiska Ct.,Caloundra,4551
19958,AW00019958,I,Pacific,Australia,5430 Park Glen Ct.,Sydney,1002
19959,AW00019959,I,Pacific,Australia,1028 Indigo Ct.,Warrnambool,3280
19960,AW00019960,I,Pacific,Australia,9208 West Rd,South Melbourne,3205
19961,AW00019961,I,Pacific,Australia,4242 Coggins Dr.,Coffs Harbour,2450
19962,AW00019962,I,Pacific,Australia,7962 Macaroon Drive,East Brisbane,4169
19963,AW00019963,I,Pacific,Australia,6819 Krueger Drive,Port Macquarie,2444
19964,AW00019964,I,Pacific,Australia,3318 N. 8th St.,Findon,5023
19965,AW00019965,I,Pacific,Australia,2842 Inverness Drive,Sunbury,3429
19966,AW00019966,I,Pacific,Australia,347 San Simeon Dr.,Wollongong,2500
19967,AW00019967,I,Pacific,Australia,4587 Sunset Meadows,Sydney,1002
19968,AW00019968,I,Pacific,Australia,7834 Roux Court,Milsons Point,2061
19969,AW00019969,I,Pacific,Australia,9605 Pheasant Circle,Findon,5023
19970,AW00019970,I,Pacific,Australia,6793 Almond Street,Townsville,4810
19971,AW00019971,I,Pacific,Australia,9644 55th St.,Lavender Bay,2060
19972,AW00019972,I,Pacific,Australia,4463 Temple Court,Cranbourne,3977
19973,AW00019973,I,Pacific,Australia,3788 Bahia Vista Court,Springwood,2777
19974,AW00019974,I,Pacific,Australia,4363 Galindo Street,Sydney,1002
19975,AW00019975,I,Pacific,Australia,6514 Morello Ave.,Hervey Bay,4655
19976,AW00019976,I,Pacific,Australia,8333 Polk Street,East Brisbane,4169
19977,AW00019977,I,Pacific,Australia,1833 Worth Ct,Findon,5023
19978,AW00019978,I,Pacific,Australia,8577 Dies Dorados,Sunbury,3429
19979,AW00019979,I,Pacific,Australia,209 Richland Dr.,Melton,3337
19980,AW00019980,I,North America,Northwest,"4212, rue Saint-Lazare",Kirkland,98033
19981,AW00019981,I,North America,Southwest,319 Revision Dr,Downey,90241
19982,AW00019982,I,North America,Southwest,4480 Las Trampas Road,Los Angeles,90012
19983,AW00019983,I,North America,Southwest,6202 Seeno St.,Bellflower,90706
19984,AW00019984,I,North America,Southwest,4365 Brook Way,El Cajon,92020
19985,AW00019985,I,North America,Northwest,515 Wiget Lane,Bremerton,98312
19986,AW00019986,I,North America,Southwest,312 Via Del Verdes,Colma,94014
19987,AW00019987,I,North America,Canada,9117 Jacqueline Way,Newton,V2L3W8
19988,AW00019988,I,North America,Canada,3733 Water Street,Sooke,V0
19989,AW00019989,I,North America,Canada,8452 Green Street,Vancouver,V7L 4J4
19990,AW00019990,I,North America,Southwest,8680 Newell Ave.,Burbank,91502
19991,AW00019991,I,North America,Southwest,1792 Belmont Rd.,Chula Vista,91910
19992,AW00019992,I,North America,Southwest,6309 Poplar Avenue,Newport Beach,92625
19993,AW00019993,I,North America,Northwest,4975 Black Pine Lane,Kirkland,98033
19994,AW00019994,I,North America,Southwest,1087 Knollview Court,Novato,94947
19995,AW00019995,I,North America,Southwest,2943 Hilton Way,Redwood City,94063
19996,AW00019996,I,North America,Northwest,5234 Martindale,Burien,98168
19997,AW00019997,I,North America,Canada,9326 Mayda Way,Cliffside,V8Y 1L1
19998,AW00019998,I,North America,Southwest,5840 Delta Fair Blvd.,Colma,94014
19999,AW00019999,I,North America,Southwest,71 Tobi Drive,La Jolla,92806
20000,AW00020000,I,North America,Canada,3128 Morgan Territory Rd,Haney,V2W 1W2
20001,AW00020001,I,North America,Northwest,404 Marita Drive,Marysville,98270
20002,AW00020002,I,North America,Southwest,5243 Brown St.,Berkeley,94704
20003,AW00020003,I,North America,Southwest,4028 Rosina Court,Beverly Hills,90210
20004,AW00020004,I,North America,Southwest,712 Sweetwater Drive,Concord,94519
20005,AW00020005,I,North America,Southwest,3592 Ambush Dr.,Downey,90241
20006,AW00020006,I,North America,Northwest,8122 Cincerto Circle,Woodburn,97071
20007,AW00020007,I,North America,Canada,5884 Maureen Circle,Westminster,V3L 1H4
20008,AW00020008,I,North America,Southwest,9677 Elkwood Dr,National City,91950
20009,AW00020009,I,North America,Southwest,3111 First Ave.,West Covina,91791
20010,AW00020010,I,North America,Southwest,1233 Wesley Ct.,San Diego,92102
20011,AW00020011,I,North America,Northwest,8162 Olympic Dr.,Lake Oswego,97034
20012,AW00020012,I,North America,Southwest,359 Shepberry Court,Bellflower,90706
20013,AW00020013,I,North America,Northwest,5593 Falcon Place,Corvallis,97330
20014,AW00020014,I,North America,Southwest,8192 Pine Creek Way,Chula Vista,91910
20015,AW00020015,I,North America,Southwest,8055 Shadow Falls Drive,Lakewood,90712
20016,AW00020016,I,North America,Northwest,1747 Corte Segundo,W. Linn,97068
20017,AW00020017,I,North America,Southwest,4191 Yosemite Dr,Fremont,94536
20018,AW00020018,I,North America,Northwest,1285 Greenbrier Street,Renton,98055
20019,AW00020019,I,North America,Northwest,2973 Tanager Road,Lynnwood,98036
20020,AW00020020,I,North America,Southwest,1859 St. George Dr,Los Angeles,90012
20021,AW00020021,I,North America,Canada,5805 Nob Hill Drive,Haney,V2W 1W2
20022,AW00020022,I,North America,Southwest,8042 Placer Dr.,Colma,94014
20023,AW00020023,I,North America,Canada,1120 Jeff Ct.,Vancouver,V7L 4J4
20024,AW00020024,I,North America,Southwest,9736 Montana,Lemon Grove,91945
20025,AW00020025,I,North America,Northwest,475 Grant St.,Everett,98201
20026,AW00020026,I,North America,Northwest,8929 Dayton Court,Yakima,98901
20027,AW00020027,I,North America,Southwest,8766 Arthur Rd,Glendale,91203
20028,AW00020028,I,North America,Southwest,"976, rue de Terre Neuve",Redwood City,94063
20029,AW00020029,I,North America,Southwest,7787 Olive St.,Los Angeles,90012
20030,AW00020030,I,North America,Southwest,175 Loeffler Lane,Burlingame,94010
20031,AW00020031,I,North America,Southwest,8794 Gumwood,Burlingame,94010
20032,AW00020032,I,North America,Northwest,8386 Candelero Place,Tacoma,98403
20033,AW00020033,I,North America,Southwest,5741 Glen Wood Dr.,Santa Monica,90401
20034,AW00020034,I,North America,Canada,2444 North Ranchford,Vancouver,V7L 4J4
20035,AW00020035,I,North America,Canada,9699 Gilardy Drive,Cliffside,V8Y 1L1
20036,AW00020036,I,North America,Southwest,6587 B Way,Colma,94014
20037,AW00020037,I,North America,Southwest,6110 Price Lane,Lincoln Acres,91950
20038,AW00020038,I,North America,Southwest,6871 Thornwood Dr.,Oakland,94611
20039,AW00020039,I,North America,Northwest,5513 Cortez,Sedro Woolley,98284
20040,AW00020040,I,North America,Southwest,9130 San Ramon Road,Mill Valley,94941
20041,AW00020041,I,Europe,France,"14, avenue Reille",Morangis,91420
20042,AW00020042,I,Europe,United Kingdom,2732 Frisbie Ct.,Scotland,TD1 3HE
20043,AW00020043,I,Europe,Germany,Zollstr 28,Ingolstadt,85049
20044,AW00020044,I,Europe,France,"88, allée des Princes",Chatou,78400
20045,AW00020045,I,Europe,France,"101, avenue de la Gare",Roissy en Brie,77680
20046,AW00020046,I,Europe,France,"11, avenue de la Gare",Saint Ouen,17490
20047,AW00020047,I,Europe,France,Attaché de Presse,Suresnes,92150
20048,AW00020048,I,Europe,United Kingdom,1926 Fish Dr.,Birmingham,B29 6SL
20049,AW00020049,I,Europe,United Kingdom,6841 Curletto Dr.,Warrington,WA3 7BH
20050,AW00020050,I,Europe,France,879 Megan Dr,Courbevoie,92400
20051,AW00020051,I,Europe,Germany,Lindenalle 8473,Berlin,12311
20052,AW00020052,I,Europe,United Kingdom,1061 Carzino Ct,Bracknell,RG12 8TB
20053,AW00020053,I,Europe,United Kingdom,319 Revision Dr,Bury,PE17
20054,AW00020054,I,Europe,United Kingdom,8539 Glaze Dr.,London,W10 6BL
20055,AW00020055,I,Europe,United Kingdom,8885 Alta Vista,Milton Keynes,MK8 8DF
20056,AW00020056,I,Europe,Germany,Carlsplatz 3046,Berlin,13441
20057,AW00020057,I,Europe,France,"11, rue du Puits Dixme",Orleans,45000
20058,AW00020058,I,Europe,United Kingdom,4201 San Carlos,High Wycombe,HP10 9QY
20059,AW00020059,I,Europe,France,"826, rue de Berri",Bobigny,93000
20060,AW00020060,I,Europe,United Kingdom,4684 Frigate Ct.,Runcorn,TY31
20061,AW00020061,I,Europe,France,"15, avenue Reille",Paris,75009
20062,AW00020062,I,Europe,Germany,Celler Weg 1234,Stuttgart,70452
20063,AW00020063,I,Europe,France,"76, avenue de l´ Union Centrale",Paris,75003
20064,AW00020064,I,Europe,Germany,Heidestieg Straße 6486,Berlin,13441
20065,AW00020065,I,Europe,Germany,Herzogstr 2128,Kassel,34117
20066,AW00020066,I,North America,Northwest,4409 North Ranchford,Lynnwood,98036
20067,AW00020067,I,North America,Southwest,4423 Bayview Circle,Redwood City,94063
20068,AW00020068,I,North America,Southwest,7480 Violet Ct,Novato,94947
20069,AW00020069,I,North America,Southwest,9475 Old Oak Drive,Santa Monica,90401
20070,AW00020070,I,North America,Canada,1090 El Dorado Way,Vancouver,V7L 4J4
20071,AW00020071,I,North America,Northwest,6051 Mepham Dr.,Burien,98168
20072,AW00020072,I,North America,Northwest,7464 Mozden Lane,Everett,98201
20073,AW00020073,I,North America,Northwest,5025 North Star Dr,Port Orchard,98366
20074,AW00020074,I,North America,Southwest,1828 Robinson Ave.,Concord,94519
20075,AW00020075,I,North America,Canada,6695 Black Walnut Court,Sooke,V0
20076,AW00020076,I,North America,Southwest,6695 Black Walnut Court,Burbank,91502
20077,AW00020077,I,North America,Southwest,6908 Laguna Circle,Coronado,92118
20078,AW00020078,I,North America,Northwest,6899 Pembroke Dr.,Oregon City,97045
20079,AW00020079,I,North America,Northwest,4559 Julpum Loop,Beaverton,97005
20080,AW00020080,I,North America,Northwest,14 Delta Road,Burien,98168
20081,AW00020081,I,North America,Northwest,8494 Ryan Rd.,Burien,98168
20082,AW00020082,I,North America,Canada,2384 Encinal Place,Oak Bay,V8P
20083,AW00020083,I,North America,Southwest,233 Heights Ave.,Beverly Hills,90210
20084,AW00020084,I,North America,Canada,7539 Santa Fe Court,Victoria,V8V
20085,AW00020085,I,North America,Canada,8274 Springvale Court,Metchosin,V9
20086,AW00020086,I,North America,Canada,8852 Lacorso Dr.,Oak Bay,V8P
20087,AW00020087,I,North America,Canada,133 Westwood Way,Royal Oak,V8X
20088,AW00020088,I,North America,Northwest,7500 Sheffield Place,Issaquah,98027
20089,AW00020089,I,North America,Northwest,8382 Cinnabar St,Renton,98055
20090,AW00020090,I,North America,Southwest,1569 Eagle Ct,Concord,94519
20091,AW00020091,I,North America,Southwest,4659 Cape Cod Way,Coronado,92118
20092,AW00020092,I,North America,Southwest,8564 Red Tree Way,Torrance,90505
20093,AW00020093,I,North America,Southwest,663 Sunset Meadows Ln.,Torrance,90505
20094,AW00020094,I,North America,Southwest,6133 Balhan Dr.,Beverly Hills,90210
20095,AW00020095,I,North America,Southwest,592 Woodcrest Drive,Los Angeles,90012
20096,AW00020096,I,North America,Canada,6180 Ryan Court,Shawnee,V9B 2C3
20097,AW00020097,I,North America,Southwest,4387 Linden Land,Mill Valley,94941
20098,AW00020098,I,North America,Southwest,9510 Lakespring Place,El Cajon,92020
20099,AW00020099,I,North America,Southwest,2614 Sandiago Drive,Burlingame,94010
20100,AW00020100,I,North America,Southwest,1283 Teakwood Court,Long Beach,90802
20101,AW00020101,I,North America,Northwest,5171 Polk St.,Oregon City,97045
20102,AW00020102,I,North America,Northwest,7072 Meadow Lane,Renton,98055
20103,AW00020103,I,North America,Canada,6999 Yosemite Circle,Langford,V9
20104,AW00020104,I,North America,Canada,5039 Keywood Ct.,Cliffside,V8Y 1L1
20105,AW00020105,I,North America,Southwest,5960 Springfield Drive,La Jolla,92806
20106,AW00020106,I,North America,Canada,9355 Armstrong Rd.,Metchosin,V9
20107,AW00020107,I,North America,Northwest,3165 Fountain Rd.,Renton,98055
20108,AW00020108,I,North America,Northwest,9784 Vine Lane,Burien,98168
20109,AW00020109,I,North America,Southwest,4407 Mildred Ln.,Newport Beach,92625
20110,AW00020110,I,North America,Southwest,4590 Mori Court,Woodland Hills,91364
20111,AW00020111,I,North America,Southwest,7906 Clayburn Road,Burbank,91502
20112,AW00020112,I,North America,Southwest,4991 Lindenwood Drive,Torrance,90505
20113,AW00020113,I,North America,Northwest,7618 Rogers Lane,Port Orchard,98366
20114,AW00020114,I,North America,Northwest,6307 Grenadine Way,Renton,98055
20115,AW00020115,I,North America,Southwest,3717 Via Cordona,Lemon Grove,91945
20116,AW00020116,I,North America,Southwest,8454 Monti Circle,Chula Vista,91910
20117,AW00020117,I,North America,Northwest,852 Ravenwood Drive,Portland,97205
20118,AW00020118,I,North America,Southwest,1512 Birch Bark Dr,Spring Valley,91977
20119,AW00020119,I,North America,Northwest,6598 Lorie Ln.,Edmonds,98020
20120,AW00020120,I,North America,Northwest,2801 San Ramon Road,Renton,98055
20121,AW00020121,I,North America,Northwest,2590 Wesley Court,Salem,97301
20122,AW00020122,I,North America,Southwest,4584 Hamiliton Ave.,Downey,90241
20123,AW00020123,I,North America,Southwest,1431 Semillon Circle,Grossmont,91941
20124,AW00020124,I,North America,Southwest,5300 Turning Dr.,Redwood City,94063
20125,AW00020125,I,North America,Northwest,1228 Francine Court,Kirkland,98033
20126,AW00020126,I,North America,Southwest,6630 Cook Pk.,Santa Cruz,95062
20127,AW00020127,I,North America,Northwest,4179 Green St.,Corvallis,97330
20128,AW00020128,I,North America,Northwest,6076 Citrus Ave,Woodburn,97071
20129,AW00020129,I,North America,Northwest,2341 Lindley Ct,Beaverton,97005
20130,AW00020130,I,North America,Canada,9218 Old Mt. View Drive,Haney,V2W 1W2
20131,AW00020131,I,Europe,France,"13, boulevard d´Albi",Paris La Defense,92081
20132,AW00020132,I,Europe,Germany,Erlenweg 9794,Berlin,14129
20133,AW00020133,I,Europe,United Kingdom,3769 Loma Linda,London,W1V 5RN
20134,AW00020134,I,Europe,United Kingdom,882 South St.,Milton Keynes,MK8 8DF
20135,AW00020135,I,Europe,Germany,Werftstr 55434,Ingolstadt,85049
20136,AW00020136,I,Europe,United Kingdom,6158 May Way,York,Y024 1GF
20137,AW00020137,I,Europe,Germany,Hüttenstr 6114,Salzgitter,38231
20138,AW00020138,I,Europe,Germany,Pascalstr 9,Dresden,01071
20139,AW00020139,I,North America,Southwest,4592 Hill Drive,Santa Monica,90401
20140,AW00020140,I,Europe,Germany,Auf der Krone 93,Essen,45001
20141,AW00020141,I,Europe,France,6662 Torino Court,Dunkerque,59140
20142,AW00020142,I,Europe,France,"52, route de Marseille",Colombes,92700
20143,AW00020143,I,Europe,Germany,Königsteiner Straße 950,Dresden,01071
20144,AW00020144,I,Europe,Germany,Am Gallberg 35,Poing,66041
20145,AW00020145,I,Europe,France,"63, allée des Princes",Chatou,78400
20146,AW00020146,I,Europe,France,"5757, impasse Notre-Dame",Villeneuve-d'Ascq,59491
20147,AW00020147,I,Europe,United Kingdom,1645 Alicante Court,Berkshire,RG11 5TP
20148,AW00020148,I,Europe,France,"333, rue de la Cavalerie",Roubaix,59100
20149,AW00020149,I,Europe,United Kingdom,8605 Flamingo Dr,Basingstoke Hants,RG24 8PL
20150,AW00020150,I,Europe,United Kingdom,6532 Pinecrest Rd,York,YO15
20151,AW00020151,I,Pacific,Australia,5636 Barcelona,Cranbourne,3977
20152,AW00020152,I,Pacific,Australia,5931 San Carlos,Warrnambool,3280
20153,AW00020153,I,Pacific,Australia,5033 N. 8th St.,Geelong,3220
20154,AW00020154,I,Pacific,Australia,6253 Panorama Dr.,Matraville,2036
20155,AW00020155,I,Pacific,Australia,6589 Viewpoint Ct,Lavender Bay,2060
20156,AW00020156,I,Pacific,Australia,5868 Clayton Road,Sunbury,3429
20157,AW00020157,I,Pacific,Australia,615 Patterson Blvd.,Coffs Harbour,2450
20158,AW00020158,I,Pacific,Australia,2012 Reisling Court,Melbourne,3000
20159,AW00020159,I,Pacific,Australia,2665 Escobar,Matraville,2036
20160,AW00020160,I,Pacific,Australia,4760 Bryce Dr.,Bendigo,3550
20161,AW00020161,I,Europe,France,"87, rue de la Comédie",Orly,94310
20162,AW00020162,I,Europe,Germany,Moritzstr 5,Bottrop,46236
20163,AW00020163,I,Europe,Germany,Kappellweg 222,Frankfurt am Main,60061
20164,AW00020164,I,Europe,United Kingdom,1312 Skycrest Drive,Lancaster,LA1 1LN
20165,AW00020165,I,Europe,United Kingdom,2581 Bentley Ct,Reading,RG7 5H7
20166,AW00020166,I,Europe,Germany,Herzogstr 29908,Frankfurt,91480
20167,AW00020167,I,Europe,United Kingdom,7514 Laguna St.,London,SW19 3RU
20168,AW00020168,I,Europe,Germany,Am Grossen Dern 4983,Berlin,14129
20169,AW00020169,I,Europe,Germany,Höhenstr 6466,Saarlouis,66740
20170,AW00020170,I,Europe,United Kingdom,7370 Mission Drive,Oxon,OX16 8RS
20171,AW00020171,I,Europe,Germany,Marketplatz 5492,Kassel,34117
20172,AW00020172,I,Europe,United Kingdom,1619 Mills Dr.,Oxford,OX14 4SE
20173,AW00020173,I,Europe,United Kingdom,2676 Santa Fe Street,London,SE1 8HL
20174,AW00020174,I,Europe,Germany,Potsdamer Straße 993,Berlin,12311
20175,AW00020175,I,Europe,France,"8184, rue Malar",Orleans,45000
20176,AW00020176,I,Europe,Germany,Parise Straße 155,Darmstadt,64283
20177,AW00020177,I,Europe,France,"1406, rue Maillard",Courbevoie,92400
20178,AW00020178,I,Europe,France,"4, rue Descartes",Orleans,45000
20179,AW00020179,I,Europe,United Kingdom,3518 Black Pine Lane,Warrington,WA1
20180,AW00020180,I,North America,Southwest,1456 Bouncing Road,Lemon Grove,91945
20181,AW00020181,I,North America,Southwest,6866 Concord Blvd.,National City,91950
20182,AW00020182,I,North America,Canada,5412 Iris Ct,Westminster,V3L 1E7
20183,AW00020183,I,North America,Northwest,7502 Baltic Sea Ct.,Lebanon,97355
20184,AW00020184,I,North America,Northwest,8938 Violet Ct.,Beaverton,97005
20185,AW00020185,I,North America,Southwest,1627 Alhambra Ave.,El Cajon,92020
20186,AW00020186,I,North America,Canada,3737 Bellord Ct,Shawnee,V9B 2C3
20187,AW00020187,I,North America,Southwest,5102 Sycamore Drive,Spring Valley,91977
20188,AW00020188,I,North America,Canada,1359 Montgomery Avenue,Langford,V9
20189,AW00020189,I,North America,Canada,9547 Stephine Way,Sooke,V0
20190,AW00020190,I,North America,Northwest,7925 Meadow Lane,Olympia,98501
20191,AW00020191,I,North America,Southwest,6123 Lancelot Dr.,Berkeley,94704
20192,AW00020192,I,North America,Southwest,2314 Chelsea Way,Berkeley,94704
20193,AW00020193,I,North America,Southwest,8343 Briowes Valley Rd,Mill Valley,94941
20194,AW00020194,I,North America,Southwest,5099 Park Lane Circle,San Diego,92102
20195,AW00020195,I,North America,Northwest,9241 St George Dr.,Edmonds,98020
20196,AW00020196,I,North America,Northwest,670 Echo Canyon Lane,Oregon City,97045
20197,AW00020197,I,North America,Northwest,4351 Charlotte Ave.,Lake Oswego,97034
20198,AW00020198,I,North America,Southwest,5183 Camino Estrada,Novato,94947
20199,AW00020199,I,North America,Southwest,2061 Matchstick Drive,Newport Beach,92625
20200,AW00020200,I,North America,Northwest,9580 Kalima Place,Sedro Woolley,98284
20201,AW00020201,I,North America,Southwest,9301 Eureka Lane,Lemon Grove,91945
20202,AW00020202,I,North America,Canada,4386 Ryan Rd.,Haney,V2W 1W2
20203,AW00020203,I,North America,Northwest,3416 Cunha Ct,Beaverton,97005
20204,AW00020204,I,North America,Southwest,845 Olive Ave,Berkeley,94704
20205,AW00020205,I,North America,Northwest,3625 Pinehurst Court,Beaverton,97005
20206,AW00020206,I,North America,Canada,628 Marina Lakes Drive,Langley,V3A 4R2
20207,AW00020207,I,North America,Southwest,9440 Newell Ave.,La Jolla,92806
20208,AW00020208,I,North America,Canada,8746 Gonzalez Ct,Langford,V9
20209,AW00020209,I,North America,Canada,6588 Palms Drive,Langley,V3A 4R2
20210,AW00020210,I,North America,Northwest,2407 Erie Dr.,Oregon City,97045
20211,AW00020211,I,Pacific,Australia,9860 Brookview Drive,East Brisbane,4169
20212,AW00020212,I,Pacific,Australia,5951 Snowberry Court,Sydney,1002
20213,AW00020213,I,Pacific,Australia,6751 Yosemite Ct.,Coffs Harbour,2450
20214,AW00020214,I,Pacific,Australia,7104 Roland Ct.,Hervey Bay,4655
20215,AW00020215,I,Pacific,Australia,3797 Concord Royale,Goulburn,2580
20216,AW00020216,I,Pacific,Australia,1395 Bonanza,Findon,5023
20217,AW00020217,I,Pacific,Australia,1867 Sahara Drive,Brisbane,4000
20218,AW00020218,I,Pacific,Australia,194 Hoover Court,East Brisbane,4169
20219,AW00020219,I,Pacific,Australia,5938 Greenwood Circle,Caloundra,4551
20220,AW00020220,I,Pacific,Australia,9507 Mountaire Drive,Caloundra,4551
20221,AW00020221,I,Pacific,Australia,7287 Cashew Ln,Melton,3337
20222,AW00020222,I,Pacific,Australia,8167 Grant St,Coffs Harbour,2450
20223,AW00020223,I,Pacific,Australia,6366 Baker Dr.,Rockhampton,4700
20224,AW00020224,I,Pacific,Australia,4836 Marina,Lavender Bay,2060
20225,AW00020225,I,Pacific,Australia,2236 Buena Vista Ave,Wollongong,2500
20226,AW00020226,I,Pacific,Australia,4625 Westcliffe Place,Findon,5023
20227,AW00020227,I,Pacific,Australia,5099 Park Lane Circle,Silverwater,2264
20228,AW00020228,I,Pacific,Australia,5643 Palms Dr.,Seaford,3198
20229,AW00020229,I,Pacific,Australia,6400 Sunshine Drive,Cranbourne,3977
20230,AW00020230,I,Pacific,Australia,3064 Whyte Park Ave.,Wollongong,2500
20231,AW00020231,I,Pacific,Australia,7121 Oakleaf Ct.,Bendigo,3550
20232,AW00020232,I,Pacific,Australia,867 Calico Way,Hobart,7001
20233,AW00020233,I,Pacific,Australia,1245 West Hookston Road,Springwood,2777
20234,AW00020234,I,Pacific,Australia,9279 Masonic Dr.,North Sydney,2055
20235,AW00020235,I,Pacific,Australia,2639 Tea Lane,Coffs Harbour,2450
20236,AW00020236,I,Pacific,Australia,4217 Fairlane Place,Cranbourne,3977
20237,AW00020237,I,Pacific,Australia,436 Logan Court,Hervey Bay,4655
20238,AW00020238,I,Pacific,Australia,3123 Bonita Ave,Brisbane,4000
20239,AW00020239,I,Pacific,Australia,2824 Meadowvale Court,Coffs Harbour,2450
20240,AW00020240,I,Pacific,Australia,958 Hilltop Dr.,Perth,6006
20241,AW00020241,I,Pacific,Australia,9182 Newcastle Road,Milsons Point,2061
20242,AW00020242,I,Pacific,Australia,9650 Leisure Lane,Sydney,1002
20243,AW00020243,I,Pacific,Australia,8524 C Mt. Hood Circle,Cranbourne,3977
20244,AW00020244,I,Pacific,Australia,7710 Medina Drive,East Brisbane,4169
20245,AW00020245,I,Pacific,Australia,7875 Northridge Road,Geelong,3220
20246,AW00020246,I,Pacific,Australia,4144 Show Rd.,Hervey Bay,4655
20247,AW00020247,I,Pacific,Australia,8477 Riverwood Circle,Hobart,7001
20248,AW00020248,I,Pacific,Australia,8662 Bailey Rd.,Melbourne,3000
20249,AW00020249,I,Pacific,Australia,9369 Mt. Tooth Pl.,St. Leonards,2065
20250,AW00020250,I,Pacific,Australia,369 Peabody Road,Gold Coast,4217
20251,AW00020251,I,Pacific,Australia,5315 Wildewood Dr,Rockhampton,4700
20252,AW00020252,I,Pacific,Australia,9891 Serene Ct.,Lavender Bay,2060
20253,AW00020253,I,Pacific,Australia,2282 Nulty Dr,Cloverdale,6105
20254,AW00020254,I,Pacific,Australia,9287 Pecan Pl,North Sydney,2055
20255,AW00020255,I,Pacific,Australia,3261 Vista Bonita,Sydney,1002
20256,AW00020256,I,Pacific,Australia,8779 Knollview Court,Melton,3337
20257,AW00020257,I,Pacific,Australia,5377 Sahara Dr.,Warrnambool,3280
20258,AW00020258,I,Pacific,Australia,5854 Baird Court,Brisbane,4000
20259,AW00020259,I,Pacific,Australia,9808 Holiday Hills,Sunbury,3429
20260,AW00020260,I,Pacific,Australia,6144 Silver Oak Pl.,Caloundra,4551
20261,AW00020261,I,Pacific,Australia,8257 Almondwood Drive,Gold Coast,4217
20262,AW00020262,I,Pacific,Australia,8229 Crawford Street,Seaford,3198
20263,AW00020263,I,Pacific,Australia,4032 Woodruff Ln.,Springwood,2777
20264,AW00020264,I,Pacific,Australia,6145 Frisbie Court,Cloverdale,6105
20265,AW00020265,I,Pacific,Australia,5474 Jason Ct.,Hervey Bay,4655
20266,AW00020266,I,Pacific,Australia,5155 Centennial Way,Hobart,7001
20267,AW00020267,I,Pacific,Australia,7882 Las Lomas Way,Malabar,2036
20268,AW00020268,I,Pacific,Australia,8273 Glacier Drive,Melton,3337
